date,TF,HF,OT
2022/9/13 8:20,31.02998333,46.24391667,5.112200048
2022/9/13 8:30,31.09690833,45.63546667,5.219051195
2022/9/13 8:40,31.089375,45.0475,5.162211452
2022/9/13 8:50,31.11075,44.86401667,5.223078909
2022/9/13 9:00,31.195825,44.01055,5.18033599
2022/9/13 9:10,31.22019167,45.18515,5.278841196
2022/9/13 9:20,31.21169167,44.35193333,5.185661728
2022/9/13 9:30,31.21678333,43.1139,5.171247647
2022/9/13 9:40,31.22183333,42.83476667,5.077008424
2022/9/13 9:50,31.19515,42.9129,5.091661039
2022/9/13 10:00,31.27488333,42.20868333,5.083404764
2022/9/13 10:10,31.43016667,42.36423333,5.151382369
2022/9/13 10:20,31.57540833,41.7934,5.110519862
2022/9/13 10:30,31.52170833,40.6826,5.038103735
2022/9/13 10:40,31.7259,41.31486667,5.094700528
2022/9/13 10:50,31.654,42.70533333,5.173812757
2022/9/13 11:00,31.60593333,42.69545,5.172974453
2022/9/13 11:10,31.6808,42.93463333,5.231964606
2022/9/13 11:20,31.73306667,42.93508333,4.2337454
2022/9/13 11:30,31.847675,42.08263333,4.155216697
2022/9/13 11:40,32.08918333,42.26313333,4.890563808
2022/9/13 11:50,32.068525,42.49313333,5.198390895
2022/9/13 12:00,32.26585833,42.16725,5.181954044
2022/9/13 12:10,32.3892,42.0933,5.249817583
2022/9/13 12:20,32.56823333,41.07148333,5.195477882
2022/9/13 12:30,32.63855833,40.17488333,3.980381584
2022/9/13 12:40,32.87545,39.85323333,4.729666371
2022/9/13 12:50,32.87995,39.56353333,4.762539051
2022/9/13 13:00,32.86673333,39.34635,4.948439821
2022/9/13 13:10,32.988925,38.27036667,5.082166284
2022/9/13 13:20,33.108225,38.89111667,4.006158712
2022/9/13 13:30,33.16719167,39.86858333,4.859773054
2022/9/13 13:40,33.318275,39.39016667,5.001460322
2022/9/13 13:50,33.44098333,37.66895,4.254009999
2022/9/13 14:00,33.462,37.58408333,4.818543044
2022/9/13 14:10,33.58561667,38.15341667,4.892491175
2022/9/13 14:20,33.79435,35.07926667,4.420999039
2022/9/13 14:30,33.933125,33.71938333,4.387843077
2022/9/13 14:40,33.94453333,35.46801667,4.749187145
2022/9/13 14:50,33.80575833,36.812,5.064649028
2022/9/13 15:00,33.874,36.38048333,4.427109824
2022/9/13 15:10,33.93570833,36.06128333,5.565351143
2022/9/13 15:20,33.94755833,35.91405,5.596713554
2022/9/13 15:30,33.886,36.48465,5.158885706
2022/9/13 15:40,33.96983333,36.38768333,5.634810781
2022/9/13 15:50,33.9123,37.20886667,5.711770068
2022/9/13 16:00,33.868625,38.14635,5.784569469
2022/9/13 16:10,33.84200833,38.84425,5.370306516
2022/9/13 16:20,33.88380833,38.63686667,5.945734506
2022/9/13 16:30,33.85235833,40.18771667,5.957652521
2022/9/13 16:40,33.71660833,41.39126667,5.916549063
2022/9/13 16:50,33.66093333,42.10063333,6.124398891
2022/9/13 17:00,33.594475,42.43443333,6.284717876
2022/9/13 17:10,33.50413333,42.14605,6.200030464
2022/9/13 17:20,33.42106667,41.97698333,5.641108179
2022/9/13 17:30,33.34758333,40.93836667,5.872214964
2022/9/13 17:40,33.30204167,40.46378333,5.775343477
2022/9/13 17:50,33.30186667,40.30966667,5.833934487
2022/9/13 18:00,33.05905833,41.77441667,5.525642218
2022/9/13 18:10,32.751975,43.59628333,5.985422311
2022/9/13 18:20,32.60620833,43.87068333,5.993447997
2022/9/13 18:30,32.529875,44.59021667,5.977987254
2022/9/13 18:40,32.43689167,44.9184,5.154750857
2022/9/13 18:50,32.21064167,46.39256667,5.415518209
2022/9/13 19:00,32.03554167,47.35968333,4.924603744
2022/9/13 19:10,32.0248,46.9896,5.750383893
2022/9/13 19:20,32.03014167,47.16371667,6.127965219
2022/9/13 19:30,31.99623333,47.14198333,6.134480841
2022/9/13 19:40,32.00764167,47.60706667,6.064217964
2022/9/13 19:50,31.912,48.39798246,5.536162775
2022/9/13 20:00,0,0,0
2022/9/13 20:10,0,0,0
2022/9/13 20:20,0,0,0
2022/9/13 20:30,0,0,0
2022/9/13 20:40,0,0,0
2022/9/13 20:50,0,0,0
2022/9/13 21:00,0,0,0
2022/9/13 21:10,0,0,0
2022/9/13 21:20,0,0,0
2022/9/13 21:30,0,0,0
2022/9/13 21:40,0,0,0
2022/9/13 21:50,0,0,0
2022/9/13 22:00,0,0,0
2022/9/13 22:10,0,0,0
2022/9/13 22:20,0,0,0
2022/9/13 22:30,0,0,0
2022/9/13 22:40,0,0,0
2022/9/13 22:50,0,0,0
2022/9/13 23:00,0,0,0
2022/9/13 23:10,0,0,0
2022/9/13 23:20,0,0,0
2022/9/13 23:30,0,0,0
2022/9/13 23:40,0,0,0
2022/9/13 23:50,0,0,0
2022/9/14 0:00,0,0,0
2022/9/14 0:10,0,0,0
2022/9/14 0:20,0,0,0
2022/9/14 0:30,0,0,0
2022/9/14 0:40,0,0,0
2022/9/14 0:50,0,0,0
2022/9/14 1:00,0,0,0
2022/9/14 1:10,0,0,0
2022/9/14 1:20,0,0,0
2022/9/14 1:30,0,0,0
2022/9/14 1:40,0,0,0
2022/9/14 1:50,0,0,0
2022/9/14 2:00,0,0,0
2022/9/14 2:10,0,0,0
2022/9/14 2:20,0,0,0
2022/9/14 2:30,0,0,0
2022/9/14 2:40,0,0,0
2022/9/14 2:50,0,0,0
2022/9/14 3:00,0,0,0
2022/9/14 3:10,0,0,0
2022/9/14 3:20,0,0,0
2022/9/14 3:30,0,0,0
2022/9/14 3:40,0,0,0
2022/9/14 3:50,0,0,0
2022/9/14 4:00,0,0,0
2022/9/14 4:10,0,0,0
2022/9/14 4:20,0,0,0
2022/9/14 4:30,0,0,0
2022/9/14 4:40,0,0,0
2022/9/14 4:50,0,0,0
2022/9/14 5:00,0,0,0
2022/9/14 5:10,0,0,0
2022/9/14 5:20,0,0,0
2022/9/14 5:30,0,0,0
2022/9/14 5:40,0,0,0
2022/9/14 5:50,0,0,0
2022/9/14 6:00,0,0,0
2022/9/14 6:10,0,0,0
2022/9/14 6:20,0,0,0
2022/9/14 6:30,0,0,0
2022/9/14 6:40,0,0,0
2022/9/14 6:50,0,0,0
2022/9/14 7:00,0,0,0
2022/9/14 7:10,0,0,0
2022/9/14 7:20,0,0,0
2022/9/14 7:30,0,0,0
2022/9/14 7:40,0,0,0
2022/9/14 7:50,0,0,0
2022/9/14 8:00,30.51298333,53.45196667,5.448161355
2022/9/14 8:10,30.6688,50.75941667,5.334250154
2022/9/14 8:20,30.72051667,49.23071667,5.339370239
2022/9/14 8:30,30.73395,49.54058333,4.357224881
2022/9/14 8:40,30.79775833,48.31516667,5.030804129
2022/9/14 8:50,30.78754167,48.38123333,4.861102902
2022/9/14 9:00,30.82165833,47.78905,5.186479197
2022/9/14 9:10,30.87346667,47.41855,5.262368233
2022/9/14 9:20,31.01834167,47.4416,5.441771511
2022/9/14 9:30,31.17158333,46.5362,5.397198036
2022/9/14 9:40,31.25696667,46.77076667,5.431258779
2022/9/14 9:50,31.46440833,45.03043333,5.307447598
2022/9/14 10:00,31.51429167,44.41525,5.282180084
2022/9/14 10:10,31.71080833,44.7014,3.865861306
2022/9/14 10:20,31.87438333,44.67155,4.866314968
2022/9/14 10:30,31.90204167,44.26298333,5.099341135
2022/9/14 10:40,31.94188333,43.52666667,5.12198073
2022/9/14 10:50,32.22098333,41.9052,5.125437137
2022/9/14 11:00,32.095,42.60306667,4.70337108
2022/9/14 11:10,32.299275,41.79396667,4.411686439
2022/9/14 11:20,32.34724167,41.3391,4.943352298
2022/9/14 11:30,32.54388333,41.56006667,5.111302124
2022/9/14 11:40,32.54170833,41.16525,5.34886912
2022/9/14 11:50,32.588325,42.2012,4.250883688
2022/9/14 12:00,32.48229167,42.30508333,5.192409732
2022/9/14 12:10,32.5939,41.97456667,5.296557639
2022/9/14 12:20,32.55534167,39.26346667,5.02633299
2022/9/14 12:30,32.68353333,39.54568333,5.11681705
2022/9/14 12:40,32.6974,40.33325,4.040259158
2022/9/14 12:50,32.95350833,41.5303,5.698300973
2022/9/14 13:00,32.99656667,40.39418333,4.861669594
2022/9/14 13:10,32.83395,39.49503333,4.973479782
2022/9/14 13:20,32.986,39.07563333,3.951014853
2022/9/14 13:30,33.04693333,39.18225,4.885791712
2022/9/14 13:40,33.29964167,39.21723333,5.016701357
2022/9/14 13:50,33.44178333,37.06276667,4.548461335
2022/9/14 14:00,33.59829167,35.7764,4.30330769
2022/9/14 14:10,33.53400833,36.34736667,4.772960665
2022/9/14 14:20,33.41266667,36.24318333,4.836955342
2022/9/14 14:30,33.773375,36.24458333,4.273932151
2022/9/14 14:40,33.88405,34.40828333,4.795827603
2022/9/14 14:50,33.8073,34.08746667,4.658006754
2022/9/14 15:00,33.85213333,34.34436667,4.721750123
2022/9/14 15:10,33.875,33.97881667,4.437458767
2022/9/14 15:20,33.854275,34.025,4.340363158
2022/9/14 15:30,33.830675,34.27331667,4.738315229
2022/9/14 15:40,33.83295833,34.35808333,4.336081308
2022/9/14 15:50,33.90591667,34.13555,4.607133143
2022/9/14 16:00,33.80961667,35.31488333,4.696345242
2022/9/14 16:10,33.85213333,35.05966667,4.54231025
2022/9/14 16:20,33.84358333,34.67973333,4.455045633
2022/9/14 16:30,33.88048333,34.99345,4.833699914
2022/9/14 16:40,33.7737,35.68781667,4.165493608
2022/9/14 16:50,33.6285,35.92831667,4.748652925
2022/9/14 17:00,33.586075,36.99136667,4.55334987
2022/9/14 17:10,33.366325,38.1186,4.907424422
2022/9/14 17:20,33.29224167,37.55505,5.015110662
2022/9/14 17:30,33.33465,37.00121667,4.966455549
2022/9/14 17:40,33.2803,37.12345,5.054452814
2022/9/14 17:50,33.2888,36.95333333,4.028065118
2022/9/14 18:00,33.20268333,37.51655,4.708267507
2022/9/14 18:10,33.1711,37.99723333,4.822287155
2022/9/14 18:20,33.017,38.51881667,4.901216533
2022/9/14 18:30,32.89805833,39.02545,4.153938245
2022/9/14 18:40,32.89194167,39.36676667,4.754328359
2022/9/14 18:50,32.72290833,39.8132,4.898744698
2022/9/14 19:00,32.623825,40.11323333,4.995384338
2022/9/14 19:10,32.53574167,40.3031,3.976353856
2022/9/14 19:20,32.46185833,40.54121667,4.8323332
2022/9/14 19:30,32.40136667,41.36468333,4.990026874
2022/9/14 19:40,32.304725,41.97591667,5.030966679
2022/9/14 19:50,32.28279825,41.77182456,4.318995782
2022/9/14 20:00,0,0,0
2022/9/14 20:10,0,0,0
2022/9/14 20:20,0,0,0
2022/9/14 20:30,0,0,0
2022/9/14 20:40,0,0,0
2022/9/14 20:50,0,0,0
2022/9/14 21:00,0,0,0
2022/9/14 21:10,0,0,0
2022/9/14 21:20,0,0,0
2022/9/14 21:30,0,0,0
2022/9/14 21:40,0,0,0
2022/9/14 21:50,0,0,0
2022/9/14 22:00,0,0,0
2022/9/14 22:10,0,0,0
2022/9/14 22:20,0,0,0
2022/9/14 22:30,0,0,0
2022/9/14 22:40,0,0,0
2022/9/14 22:50,0,0,0
2022/9/14 23:00,0,0,0
2022/9/14 23:10,0,0,0
2022/9/14 23:20,0,0,0
2022/9/14 23:30,0,0,0
2022/9/14 23:40,0,0,0
2022/9/14 23:50,0,0,0
2022/9/15 0:00,0,0,0
2022/9/15 0:10,0,0,0
2022/9/15 0:20,0,0,0
2022/9/15 0:30,0,0,0
2022/9/15 0:40,0,0,0
2022/9/15 0:50,0,0,0
2022/9/15 1:00,0,0,0
2022/9/15 1:10,0,0,0
2022/9/15 1:20,0,0,0
2022/9/15 1:30,0,0,0
2022/9/15 1:40,0,0,0
2022/9/15 1:50,0,0,0
2022/9/15 2:00,0,0,0
2022/9/15 2:10,0,0,0
2022/9/15 2:20,0,0,0
2022/9/15 2:30,0,0,0
2022/9/15 2:40,0,0,0
2022/9/15 2:50,0,0,0
2022/9/15 3:00,0,0,0
2022/9/15 3:10,0,0,0
2022/9/15 3:20,0,0,0
2022/9/15 3:30,0,0,0
2022/9/15 3:40,0,0,0
2022/9/15 3:50,0,0,0
2022/9/15 4:00,0,0,0
2022/9/15 4:10,0,0,0
2022/9/15 4:20,0,0,0
2022/9/15 4:30,0,0,0
2022/9/15 4:40,0,0,0
2022/9/15 4:50,0,0,0
2022/9/15 5:00,0,0,0
2022/9/15 5:10,0,0,0
2022/9/15 5:20,0,0,0
2022/9/15 5:30,0,0,0
2022/9/15 5:40,0,0,0
2022/9/15 5:50,0,0,0
2022/9/15 6:00,0,0,0
2022/9/15 6:10,0,0,0
2022/9/15 6:20,0,0,0
2022/9/15 6:30,0,0,0
2022/9/15 6:40,0,0,0
2022/9/15 6:50,0,0,0
2022/9/15 7:00,0,0,0
2022/9/15 7:10,0,0,0
2022/9/15 7:20,0,0,0
2022/9/15 7:30,0,0,0
2022/9/15 7:40,0,0,0
2022/9/15 7:50,0,0,0
2022/9/15 8:00,31.14738333,55.40355,6.576134474
2022/9/15 8:10,31.24763333,54.01966667,6.657544799
2022/9/15 8:20,31.31875833,53.07811667,6.123171429
2022/9/15 8:30,31.35335833,52.81693333,6.411871925
2022/9/15 8:40,31.43045833,53.23595,6.509646622
2022/9/15 8:50,31.434275,52.63598333,6.424210827
2022/9/15 9:00,31.5177,51.80131667,6.436511192
2022/9/15 9:10,31.65450833,49.9663,5.805128654
2022/9/15 9:20,31.75836667,48.35148333,5.469293411
2022/9/15 9:30,31.97306667,47.75318333,5.163520509
2022/9/15 9:40,32.15336667,46.85176667,5.820962418
2022/9/15 9:50,32.17880833,45.9921,6.14191857
2022/9/15 10:00,32.25174167,45.68446667,6.083518407
2022/9/15 10:10,32.31451667,45.48718333,6.048014007
2022/9/15 10:20,32.46649167,45.50998333,6.227306032
2022/9/15 10:30,32.533375,45.36526667,5.734049156
2022/9/15 10:40,32.84336667,45.22633333,6.147773546
2022/9/15 10:50,32.92713333,45.3227,6.259201372
2022/9/15 11:00,33.0001,44.64606667,6.224336942
2022/9/15 11:10,32.83076667,44.68106667,6.25849221
2022/9/15 11:20,33.11361667,45.05665,6.475374732
2022/9/15 11:30,33.27681667,44.61791667,6.447250623
2022/9/15 11:40,33.207,44.0371,6.36928683
2022/9/15 11:50,33.30924167,44.17665,6.420203934
2022/9/15 12:00,33.51913333,44.4303,6.48543992
2022/9/15 12:10,33.49425833,44.13613333,6.493802279
2022/9/15 12:20,33.66593333,43.4737,6.441771657
2022/9/15 12:30,33.66473333,43.69455,6.483567467
2022/9/15 12:40,33.63848333,44.00848333,6.547601823
2022/9/15 12:50,33.55500833,43.78361667,6.476030129
2022/9/15 13:00,33.69519167,43.93173333,6.532713935
2022/9/15 13:10,33.93018333,43.20791667,6.49744589
2022/9/15 13:20,33.96450833,43.52483333,6.580144099
2022/9/15 13:30,34.323475,42.64136667,6.546141892
2022/9/15 13:40,34.39309167,43.76411667,6.633646905
2022/9/15 13:50,34.28245833,43.08918333,6.493184492
2022/9/15 14:00,34.223475,42.69313333,6.499129953
2022/9/15 14:10,34.40368333,42.76828333,6.529518416
2022/9/15 14:20,34.41476667,42.84168333,6.502459922
2022/9/15 14:30,34.57856667,42.24513333,5.743213887
2022/9/15 14:40,34.55289167,41.65705,6.038298095
2022/9/15 14:50,34.375775,42.65306667,6.181232384
2022/9/15 15:00,34.272675,42.31626667,6.264533396
2022/9/15 15:10,34.27104167,42.84288333,5.980327579
2022/9/15 15:20,34.17463333,42.97641667,6.114738371
2022/9/15 15:30,34.13866667,44.68615,6.640324802
2022/9/15 15:40,34.260075,43.52993333,6.595783006
2022/9/15 15:50,34.26595,43.93618333,6.602061786
2022/9/15 16:00,34.130175,44.40775,6.679824803
2022/9/15 16:10,34.03198333,45.28511667,6.671445598
2022/9/15 16:20,33.88785,45.1405,6.614253348
2022/9/15 16:30,33.866675,44.67786667,6.517689427
2022/9/15 16:40,33.92389167,44.92145,6.660144308
2022/9/15 16:50,34.07651667,44.03001667,5.615563378
2022/9/15 17:00,34.17896667,43.24043333,6.301287122
2022/9/15 17:10,34.08235833,45.2649,6.524941101
2022/9/15 17:20,34.01005,45.17506667,6.49907654
2022/9/15 17:30,33.93426667,45.74638333,6.703277571
2022/9/15 17:40,33.894875,45.397,5.448323604
2022/9/15 17:50,33.9148,45.11853333,6.373915335
2022/9/15 18:00,33.82176667,45.29228333,6.294148383
2022/9/15 18:10,33.672625,45.8391,5.954584217
2022/9/15 18:20,33.539325,46.0905,6.326425496
2022/9/15 18:30,33.45984167,46.40068333,6.367862496
2022/9/15 18:40,33.3638,46.6235,6.439404593
2022/9/15 18:50,33.22599167,46.89763333,6.494552456
2022/9/15 19:00,33.21661667,47.66123333,6.591895191
2022/9/15 19:10,33.19051667,47.2762,6.611074381
2022/9/15 19:20,33.08526667,47.20571667,6.530037039
2022/9/15 19:30,33.060125,47.33771667,6.513711229
2022/9/15 19:40,32.96645,47.57396667,6.637280233
2022/9/15 19:50,32.89310526,47.91275439,6.618028163
2022/9/15 20:00,0,0,0
2022/9/15 20:10,0,0,0
2022/9/15 20:20,0,0,0
2022/9/15 20:30,0,0,0
2022/9/15 20:40,0,0,0
2022/9/15 20:50,0,0,0
2022/9/15 21:00,0,0,0
2022/9/15 21:10,0,0,0
2022/9/15 21:20,0,0,0
2022/9/15 21:30,0,0,0
2022/9/15 21:40,0,0,0
2022/9/15 21:50,0,0,0
2022/9/15 22:00,0,0,0
2022/9/15 22:10,0,0,0
2022/9/15 22:20,0,0,0
2022/9/15 22:30,0,0,0
2022/9/15 22:40,0,0,0
2022/9/15 22:50,0,0,0
2022/9/15 23:00,0,0,0
2022/9/15 23:10,0,0,0
2022/9/15 23:20,0,0,0
2022/9/15 23:30,0,0,0
2022/9/15 23:40,0,0,0
2022/9/15 23:50,0,0,0
